Customer ID,Food Quality,Hygiene,Service,Value for Money,Staff Behavior,Ambience,Cleanliness,Waiting Time,Billing Experience,Product Availability,Ease of Access,Customer Support,Menu Variety,Online Services
1274,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Highly Satisfied
1275,Satisfied,Satisfied,Highly Satisfied,Dissatisfied,Satisfied,Highly Satisfied,Neutral,Satisfied,Highly Satisfied,Highly Satisfied,Satisfied,Dissatisfied,Highly Satisfied,Neutral
1276,Dissatisfied,Neutral,Satisfied,Dissatisfied,Dissatisfied,Neutral,Satisfied,Dissatisfied,Highly Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Highly Satisfied
1277,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Highly Satisfied,Neutral,Dissatisfied,Satisfied,Highly Satisfied,Satisfied,Dissatisfied
1278,Dissatisfied,Neutral,Satisfied,Highly Satisfied,Neutral,Highly Satisfied,Highly Satisfied,Satisfied,Satisfied,Highly Satisfied,Neutral,Neutral,Neutral,Neutral
1279,Neutral,Neutral,Highly Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Dissatisfied
1280,Satisfied,Highly Satisfied,Neutral,Highly Satisfied,Neutral,Highly Satisfied,Satisfied,Satisfied,Highly Satisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied
1281,Satisfied,Neutral,Dissatisfied,Neutral,Satisfied,Dissatisfied,Neutral,Highly Satisfied,Highly Satisfied,Neutral,Neutral,Dissatisfied,Satisfied,Highly Satisfied
1282,Neutral,Satisfied,Neutral,Dissatisfied,Neutral,Highly Satisfied,Highly Satisfied,Dissatisfied,Neutral,Neutral,Highly Satisfied,Neutral,Dissatisfied,Satisfied
1283,Dissatisfied,Highly Satisfied,Satisfied,Neutral,Satisfied,Highly Satisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Highly Satisfied,Dissatisfied
1284,Highly Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Highly Satisfied,Dissatisfied,Dissatisfied,Neutral,Highly Satisfied,Dissatisfied,Dissatisfied
1285,Satisfied,Highly Satisfied,Highly Satisfied,Neutral,Satisfied,Highly Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Highly Satisfied,Dissatisfied
1286,Neutral,Satisfied,Satisfied,Dissatisfied,Neutral,Dissatisfied,Highly Satisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied
1287,Satisfied,Highly Satisfied,Dissatisfied,Dissatisfied,Highly Satisfied,Satisfied,Neutral,Highly Satisfied,Satisfied,Satisfied,Highly Satisfied,Dissatisfied,Satisfied,Dissatisfied
1288,Dissatisfied,Highly Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Highly Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Highly Satisfied,Dissatisfied
1289,Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Dissatisfied
1290,Neutral,Highly Satisfied,Highly Satisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Highly Satisfied,Satisfied,Highly Satisfied
1291,Highly Satisfied,Satisfied,Neutral,Highly Satisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied
1292,Dissatisfied,Highly Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Highly Satisfied,Dissatisfied,Highly Satisfied,Neutral,Neutral,Satisfied,Satisfied
1293,Highly Satisfied,Dissatisfied,Neutral,Satisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Satisfied,Dissatisfied,Highly Satisfied,Neutral,Neutral,Satisfied,Dissatisfied
1294,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Highly Satisfied,Satisfied,Dissatisfied,Satisfied,Highly Satisfied
1295,Highly Satisfied,Neutral,Satisfied,Highly Satisfied,Neutral,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,Satisfied
1296,Satisfied,Dissatisfied,Neutral,Dissatisfied,Satisfied,Highly Satisfied,Highly Satisfied,Satisfied,Neutral,Highly Satisfied,Dissatisfied,Satisfied,Neutral,Satisfied
1297,Highly Satisfied,Dissatisfied,Dissatisfied,Neutral,Highly Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Highly Satisfied,Satisfied
1298,Dissatisfied,Neutral,Highly Satisfied,Highly Satisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Highly Satisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Satisfied
1299,Highly Satisfied,Highly Satisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Highly Satisfied,Dissatisfied,Neutral,Dissatisfied
1300,Neutral,Highly Satisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Neutral,Highly Satisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Neutral,Neutral,Dissatisfied,Neutral
1301,Dissatisfied,Neutral,Satisfied,Neutral,Satisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Highly Satisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,Dissatisfied
1302,Highly Satisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Highly Satisfied,Neutral,Dissatisfied,Satisfied,Highly Satisfied,Neutral
1303,Highly Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Neutral,Neutral,Satisfied,Dissatisfied,Satisfied,Satisfied,Highly Satisfied,Dissatisfied,Highly Satisfied
1304,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Satisfied,Dissatisfied,Highly Satisfied,Dissatisfied,Neutral,Dissatisfied,Neutral,Dissatisfied
1305,Highly Satisfied,Dissatisfied,Highly Satisfied,Satisfied,Highly Satisfied,Neutral,Dissatisfied,Highly Satisfied,Neutral,Neutral,Dissatisfied,Satisfied,Neutral,Highly Satisfied
1306,Neutral,Satisfied,Neutral,Neutral,Highly Satisfied,Neutral,Neutral,Satisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Highly Satisfied,Satisfied
1307,Highly Satisfied,Satisfied,Highly Satisfied,Dissatisfied,Satisfied,Dissatisfied,Highly Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Highly Satisfied
1308,Dissatisfied,Highly Satisfied,Dissatisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Neutral,Satisfied,Neutral,Highly Satisfied,Satisfied,Highly Satisfied,Neutral,Neutral
1309,Highly Satisfied,Neutral,Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Highly Satisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Dissatisfied
1310,Neutral,Satisfied,Neutral,Highly Satisfied,Highly Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Highly Satisfied,Neutral,Satisfied,Neutral,Highly Satisfied
1311,Neutral,Dissatisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Highly Satisfied,Neutral
1312,Neutral,Dissatisfied,Satisfied,Neutral,Satisfied,Highly Satisfied,Dissatisfied,Highly Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Highly Satisfied,Satisfied
1313,Highly Satisfied,Neutral,Highly Satisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Highly Satisfied,Dissatisfied,Highly Satisfied,Neutral,Satisfied,Highly Satisfied,Satisfied
1314,Neutral,Highly Satisfied,Dissatisfied,Dissatisfied,Highly Satisfied,Neutral,Highly Satisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied
1315,Dissatisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Dissatisfied,Neutral,Highly Satisfied,Satisfied,Highly Satisfied,Neutral,Neutral,Satisfied,Neutral
1316,Dissatisfied,Highly Satisfied,Dissatisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Satisfied,Satisfied
1317,Dissatisfied,Neutral,Satisfied,Satisfied,Highly Satisfied,Satisfied,Highly Satisfied,Dissatisfied,Satisfied,Neutral,Satisfied,Dissatisfied,Highly Satisfied,Neutral
1318,Neutral,Highly Satisfied,Satisfied,Highly Satisfied,Neutral,Highly Satisfied,Neutral,Satisfied,Highly Satisfied,Neutral,Highly Satisfied,Highly Satisfied,Satisfied,Satisfied
1319,Dissatisfied,Highly Satisfied,Highly Satisfied,Satisfied,Highly Satisfied,Satisfied,Highly Satisfied,Dissatisfied,Dissatisfied,Neutral,Highly Satisfied,Dissatisfied,Satisfied,Satisfied
1320,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Neutral,Highly Satisfied,Highly Satisfied,Satisfied,Neutral
1321,Dissatisfied,Highly Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Neutral,Neutral,Satisfied,Dissatisfied,Dissatisfied,Highly Satisfied
1322,Dissatisfied,Neutral,Dissatisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Dissatisfied,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Satisfied
1323,Highly Satisfied,Satisfied,Neutral,Dissatisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Neutral,Dissatisfied,Satisfied,Neutral,Highly Satisfied,Highly Satisfied
1324,Neutral,Neutral,Highly Satisfied,Highly Satisfied,Highly Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Neutral,Neutral,Dissatisfied
1325,Satisfied,Dissatisfied,Neutral,Neutral,Satisfied,Satisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied
1326,Dissatisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Neutral,Neutral,Satisfied,Highly Satisfied,Satisfied,Highly Satisfied,Highly Satisfied,Neutral
1327,Highly Satisfied,Satisfied,Neutral,Dissatisfied,Dissatisfied,Highly Satisfied,Neutral,Highly Satisfied,Satisfied,Highly Satisfied,Neutral,Dissatisfied,Neutral,Neutral
1328,Satisfied,Neutral,Satisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Highly Satisfied,Neutral,Highly Satisfied,Dissatisfied,Dissatisfied
1329,Satisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Satisfied,Neutral,Satisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Satisfied
1330,Neutral,Neutral,Dissatisfied,Highly Satisfied,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Highly Satisfied,Dissatisfied,Satisfied
1331,Highly Satisfied,Neutral,Neutral,Dissatisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Satisfied,Dissatisfied,Satisfied,Satisfied,Highly Satisfied
1332,Neutral,Dissatisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Neutral,Neutral,Dissatisfied,Satisfied,Highly Satisfied,Neutral
1333,Highly Satisfied,Satisfied,Highly Satisfied,Satisfied,Dissatisfied,Dissatisfied,Highly Satisfied,Dissatisfied,Satisfied,Highly Satisfied,Neutral,Dissatisfied,Highly Satisfied,Highly Satisfied
1334,Highly Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Highly Satisfied,Highly Satisfied,Neutral,Dissatisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Satisfied
1335,Dissatisfied,Satisfied,Neutral,Neutral,Highly Satisfied,Highly Satisfied,Satisfied,Highly Satisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Neutral
1336,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Highly Satisfied,Dissatisfied,Satisfied,Satisfied,Neutral,Highly Satisfied,Highly Satisfied,Satisfied
1337,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Satisfied,Dissatisfied,Highly Satisfied,Satisfied,Neutral,Neutral,Satisfied,Dissatisfied,Satisfied
1338,Satisfied,Highly Satisfied,Neutral,Highly Satisfied,Dissatisfied,Satisfied,Neutral,Satisfied,Neutral,Dissatisfied,Dissatisfied,Highly Satisfied,Satisfied,Neutral
1339,Neutral,Neutral,Dissatisfied,Satisfied,Neutral,Dissatisfied,Satisfied,Highly Satisfied,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Neutral
1340,Neutral,Highly Satisfied,Dissatisfied,Neutral,Highly Satisfied,Satisfied,Neutral,Highly Satisfied,Highly Satisfied,Highly Satisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied
1341,Dissatisfied,Neutral,Dissatisfied,Highly Satisfied,Dissatisfied,Highly Satisfied,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Satisfied
1342,Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Highly Satisfied,Satisfied,Dissatisfied,Dissatisfied,Highly Satisfied,Neutral,Neutral,Highly Satisfied
1343,Highly Satisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Neutral,Neutral
1344,Highly Satisfied,Satisfied,Neutral,Neutral,Satisfied,Dissatisfied,Satisfied,Neutral,Neutral,Highly Satisfied,Dissatisfied,Highly Satisfied,Neutral,Dissatisfied
1345,Highly Satisfied,Satisfied,Dissatisfied,Neutral,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Highly Satisfied,Neutral,Neutral,Dissatisfied,Satisfied
1346,Neutral,Neutral,Neutral,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Highly Satisfied,Satisfied,Highly Satisfied,Dissatisfied,Highly Satisfied
1347,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Highly Satisfied,Neutral,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Highly Satisfied,Dissatisfied,Highly Satisfied,Neutral
1348,Highly Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Satisfied,Neutral,Dissatisfied,Highly Satisfied,Satisfied
1349,Highly Satisfied,Neutral,Neutral,Dissatisfied,Neutral,Highly Satisfied,Dissatisfied,Satisfied,Highly Satisfied,Dissatisfied,Satisfied,Highly Satisfied,Neutral,Highly Satisfied
1350,Neutral,Highly Satisfied,Satisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Neutral,Satisfied,Neutral,Neutral,Satisfied,Neutral,Neutral,Highly Satisfied
1351,Neutral,Satisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Highly Satisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Satisfied,Dissatisfied,Highly Satisfied,Satisfied
1352,Dissatisfied,Neutral,Neutral,Satisfied,Neutral,Dissatisfied,Neutral,Highly Satisfied,Satisfied,Neutral,Neutral,Neutral,Dissatisfied,Neutral
1353,Satisfied,Dissatisfied,Highly Satisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Highly Satisfied,Neutral,Satisfied,Satisfied,Highly Satisfied,Dissatisfied,Neutral
1354,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,Satisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied
1355,Dissatisfied,Dissatisfied,Satisfied,Highly Satisfied,Dissatisfied,Satisfied,Dissatisfied,Highly Satisfied,Neutral,Highly Satisfied,Highly Satisfied,Satisfied,Neutral,Dissatisfied
1356,Dissatisfied,Highly Satisfied,Satisfied,Highly Satisfied,Neutral,Satisfied,Dissatisfied,Highly Satisfied,Neutral,Neutral,Satisfied,Neutral,Dissatisfied,Highly Satisfied
1357,Satisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Highly Satisfied,Highly Satisfied,Satisfied,Highly Satisfied,Satisfied
1358,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Highly Satisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,Highly Satisfied,Neutral,Neutral,Satisfied,Neutral
1359,Highly Satisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Highly Satisfied,Neutral,Highly Satisfied,Dissatisfied,Dissatisfied,Satisfied,Highly Satisfied,Satisfied,Satisfied
1360,Dissatisfied,Highly Satisfied,Highly Satisfied,Satisfied,Neutral,Highly Satisfied,Highly Satisfied,Satisfied,Satisfied,Highly Satisfied,Satisfied,Neutral,Highly Satisfied,Dissatisfied
1361,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Highly Satisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Satisfied,Highly Satisfied,Satisfied,Highly Satisfied,Dissatisfied
1362,Highly Satisfied,Satisfied,Highly Satisfied,Dissatisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Highly Satisfied,Neutral,Highly Satisfied,Satisfied
1363,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Highly Satisfied,Neutral,Satisfied,Neutral,Dissatisfied,Satisfied,Highly Satisfied,Neutral
1364,Satisfied,Highly Satisfied,Neutral,Highly Satisfied,Neutral,Highly Satisfied,Highly Satisfied,Satisfied,Neutral,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied
1365,Satisfied,Neutral,Dissatisfied,Highly Satisfied,Satisfied,Satisfied,Highly Satisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Neutral,Satisfied
1366,Highly Satisfied,Dissatisfied,Highly Satisfied,Satisfied,Neutral,Highly Satisfied,Satisfied,Dissatisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied
1367,Highly Satisfied,Neutral,Neutral,Highly Satisfied,Highly Satisfied,Satisfied,Satisfied,Satisfied,Highly Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Satisfied
1368,Dissatisfied,Satisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Dissatisfied,Neutral,Satisfied,Highly Satisfied,Satisfied,Satisfied,Highly Satisfied,Neutral
1369,Neutral,Neutral,Dissatisfied,Dissatisfied,Satisfied,Highly Satisfied,Highly Satisfied,Neutral,Neutral,Dissatisfied,Satisfied,Satisfied,Highly Satisfied,Dissatisfied
1370,Satisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Neutral,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Neutral,Highly Satisfied,Highly Satisfied,Highly Satisfied
1371,Highly Satisfied,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Highly Satisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Satisfied,Satisfied,Neutral
1372,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Satisfied,Satisfied,Neutral,Highly Satisfied,Neutral,Neutral,Highly Satisfied,Neutral
1373,Dissatisfied,Satisfied,Dissatisfied,Neutral,Dissatisfied,Highly Satisfied,Neutral,Highly Satisfied,Highly Satisfied,Dissatisfied,Highly Satisfied,Neutral,Dissatisfied,Dissatisfied
1374,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Highly Satisfied,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Highly Satisfied,Dissatisfied,Dissatisfied
1375,Highly Satisfied,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Neutral,Highly Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral
1376,Satisfied,Satisfied,Highly Satisfied,Dissatisfied,Neutral,Dissatisfied,Highly Satisfied,Neutral,Satisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Satisfied,Neutral
1377,Dissatisfied,Highly Satisfied,Dissatisfied,Neutral,Highly Satisfied,Neutral,Highly Satisfied,Highly Satisfied,Satisfied,Neutral,Dissatisfied,Satisfied,Highly Satisfied,Dissatisfied
1378,Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Highly Satisfied,Highly Satisfied,Neutral,Dissatisfied,Satisfied,Dissatisfied,Highly Satisfied,Dissatisfied,Highly Satisfied
1379,Neutral,Satisfied,Neutral,Satisfied,Highly Satisfied,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,Satisfied
1380,Dissatisfied,Highly Satisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Satisfied,Neutral,Dissatisfied,Highly Satisfied,Highly Satisfied,Neutral,Satisfied,Satisfied,Neutral
1381,Dissatisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Highly Satisfied,Satisfied,Highly Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Neutral
1382,Highly Satisfied,Highly Satisfied,Neutral,Highly Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Highly Satisfied,Satisfied,Satisfied,Dissatisfied,Highly Satisfied
1383,Satisfied,Dissatisfied,Neutral,Highly Satisfied,Highly Satisfied,Highly Satisfied,Satisfied,Satisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Highly Satisfied,Neutral,Dissatisfied
1384,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Highly Satisfied,Neutral,Satisfied,Dissatisfied,Highly Satisfied,Neutral,Dissatisfied,Highly Satisfied
1385,Satisfied,Dissatisfied,Satisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Highly Satisfied,Dissatisfied,Neutral,Highly Satisfied,Dissatisfied
1386,Neutral,Highly Satisfied,Satisfied,Satisfied,Highly Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,Highly Satisfied,Satisfied,Highly Satisfied
1387,Neutral,Neutral,Highly Satisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Highly Satisfied,Neutral
1388,Dissatisfied,Highly Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Dissatisfied,Dissatisfied
1389,Highly Satisfied,Dissatisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Highly Satisfied,Neutral,Highly Satisfied,Satisfied,Highly Satisfied,Dissatisfied,Dissatisfied
1390,Highly Satisfied,Highly Satisfied,Satisfied,Highly Satisfied,Satisfied,Neutral,Neutral,Highly Satisfied,Dissatisfied,Neutral,Highly Satisfied,Highly Satisfied,Satisfied,Satisfied
1391,Dissatisfied,Highly Satisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Neutral,Highly Satisfied,Dissatisfied,Satisfied,Neutral,Neutral,Satisfied,Dissatisfied,Highly Satisfied
1392,Dissatisfied,Highly Satisfied,Satisfied,Satisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Satisfied,Dissatisfied
1393,Satisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Dissatisfied,Dissatisfied,Satisfied,Neutral,Highly Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Highly Satisfied
1394,Neutral,Highly Satisfied,Highly Satisfied,Dissatisfied,Highly Satisfied,Neutral,Dissatisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Satisfied,Satisfied,Highly Satisfied,Dissatisfied
1395,Satisfied,Satisfied,Neutral,Highly Satisfied,Highly Satisfied,Highly Satisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Highly Satisfied,Highly Satisfied,Neutral,Satisfied
1396,Dissatisfied,Highly Satisfied,Neutral,Highly Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Highly Satisfied,Dissatisfied,Neutral,Highly Satisfied,Highly Satisfied
1397,Neutral,Highly Satisfied,Dissatisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Highly Satisfied,Satisfied,Neutral,Highly Satisfied,Dissatisfied
1398,Dissatisfied,Satisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Satisfied,Highly Satisfied,Satisfied,Highly Satisfied,Satisfied,Neutral,Highly Satisfied,Highly Satisfied
1399,Neutral,Satisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Highly Satisfied,Satisfied,Satisfied,Satisfied,Satisfied
1400,Neutral,Neutral,Satisfied,Highly Satisfied,Neutral,Dissatisfied,Highly Satisfied,Neutral,Neutral,Satisfied,Dissatisfied,Satisfied,Satisfied,Highly Satisfied
1401,Highly Satisfied,Satisfied,Highly Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Satisfied,Highly Satisfied,Satisfied,Highly Satisfied,Neutral
1402,Highly Satisfied,Highly Satisfied,Dissatisfied,Dissatisfied,Neutral,Highly Satisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Highly Satisfied,Satisfied,Satisfied
1403,Dissatisfied,Neutral,Satisfied,Highly Satisfied,Highly Satisfied,Highly Satisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Dissatisfied
1404,Highly Satisfied,Highly Satisfied,Dissatisfied,Dissatisfied,Satisfied,Highly Satisfied,Dissatisfied,Neutral,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Highly Satisfied
1405,Highly Satisfied,Satisfied,Highly Satisfied,Satisfied,Satisfied,Neutral,Highly Satisfied,Satisfied,Dissatisfied,Highly Satisfied,Neutral,Highly Satisfied,Dissatisfied,Highly Satisfied
1406,Highly Satisfied,Neutral,Neutral,Highly Satisfied,Neutral,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,Satisfied,Neutral,Neutral,Neutral
1407,Dissatisfied,Neutral,Dissatisfied,Highly Satisfied,Neutral,Highly Satisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,Highly Satisfied,Satisfied
1408,Neutral,Highly Satisfied,Neutral,Satisfied,Dissatisfied,Neutral,Dissatisfied,Highly Satisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Highly Satisfied
1409,Highly Satisfied,Highly Satisfied,Neutral,Dissatisfied,Highly Satisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Dissatisfied
1410,Dissatisfied,Dissatisfied,Highly Satisfied,Satisfied,Highly Satisfied,Dissatisfied,Neutral,Dissatisfied,Highly Satisfied,Dissatisfied,Satisfied,Highly Satisfied,Satisfied,Satisfied
